DB.ID,DB.REVISION,PUB.CitationKey,PUB.Title,PUB.Author,PUB.Year,PUB.Link,PUB.Citations,PUB.CitationsPerYear,META.Name,META.Description,META.SPECIFIC_NEW_USE_CASE,META.SCOPE,META.FOCUS,META.GOAL,META.TOPIC,META.SETTING,MAPPING.HAS_MAPPING,MAPPING.FROM,MAPPING.ORIGIN,MAPPING.TO,MAPPING.CONCEPT,MAPPING.REPRESENTATION,MAPPING.MEANING,MAPPING.LEVEL,OUTPUT.ACTIVATION,OUTPUT.TRANSITION_TO_FOREGROUND,OUTPUT.MODALITY,OUTPUT.ACCESS,OUTPUT.INFORMATION_BANDWIDTH,OUTPUT.TECH,OUTPUT.SIMILARITY,EVAL.HAS_EVALUATION,EVAL.SAMPLE_SIZE,EVAL.TIME_PERIOD,EVAL.SETTING,EVAL.STUDY_GROUP,EVAL.DEVSTAGE,EVAL.USABILITY,EVAL.COGNITIVE_LOAD,EVAL.CHANGED_BEHAVIOUR,META.PSYCHOLOGICAL_GROUNDING,OUTPUT.INFORMATION_PPP,OUTPUT.BACKGROUND_EMBEDDING,OUTPUT.CUSTOM_HARDWARE,OUTPUT.CUSTOM_HARDWARE_ISSUES,OUTPUT.REMOTE_UPDATABILITY,OUTPUT.TEMPORAL_CONTEXT,OUTPUT.UPDATE_DYNAMIC,OUTPUT.AESTHETIC_EMPHASIS
fa32c1025e4,1,aartsAmbientIntelligenceInvisible2001,"Ambient Intelligence, The Invisible Future: The Seamless Integration of Technology into Everyday Life","Aarts, Emile and Harwig, Rick and Schuurmans, Martin",2001,https://archive.org/details/invisiblefutures01denn,,,Ambient Intelligence,"A conceptual paradigm for digital environments that are sensitive, adaptive and responsive to people, with electronics dissolved into the background of everyday life",NO,AMI,"CONCEPT,ISSUES",OTHER,OTHER,HOME,,,,,,,,,,,,,,,,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
42642542292,1,horvitzAttentionsensitiveAlerting2013,Attention-Sensitive Alerting,"Horvitz, Eric J and Jacobs, Andy and Hovel, David",2013,,,,PRIORITIES,"A decision-theoretic email alerting system that infers message criticality and a user's attentional focus to mediate notifications via sounds, a sorted email viewer, and forwarding to mobile devices",YES,"AMI,AS,UI","CONCEPT,DEV,PROTOTYPE","NOTIFICATION,INCREASE_AWARENESS","EVENTS,SOCIAL",WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,"VISUAL,AUDIO",PERSONAL,HIGH,"SCREEN,SPEAKER",ARTIFICIAL,YES,1,DAYS,IN_SITU,USERS,PROTOTYPE,TASK_PERFORMANCE,[NA],[NA],COGNITIVE_LOAD,"PUSH,PULL",,NO,NA,NOT_MENTIONED,,,
0208b328679,1,holmquistInformativeArtInformation2003,Informative Art: Information Visualization in Everyday Environments,"Holmquist, Lars Erik and Skog, Tobias",2003,,,,Informative Art,Wall-mounted screens/projections showing dynamically updated information in the style of famous artworks (e.g. Mondriaan-style weather composition),YES,"ADAIS,UI","CONCEPT,PROTOTYPE,USECASE,ISSUES",INCREASE_AWARENESS,"ENVIRONMENT,SOCIAL,EVENTS","HOME,WORKPLACE,URBAN",,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PUBLIC,HIGH,"SCREEN,PROJECTION",ART,NO,,,,,,,,,SALIENCE,PRESENCE,CAMOUFLAGE,NO,NA,NOT_MENTIONED,,,
ec7ff41b8be,1,watsonManagingLevelDetail1997,Managing Level of Detail through Peripheral Degradation: Effects on Search Performance with a Head-Mounted Display,"Watson, Benjamin and Walker, Neff and Hodges, Larry F and Worden, Aileen",1997,,,,Peripheral Level-of-Detail Degradation HMD,Head-mounted display that degrades visual detail (resolution or color) in the periphery while preserving a high-detail central inset to improve frame rate without harming search performance,NO,UI,EVAL,OTHER,OTHER,OTHER,,,,,,,,,CONTINUOUS,,VISUAL,PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,20,DAYS,IN_LAB,USERS,PROTOTYPE,TASK_PERFORMANCE,[NA],[NA],PERIPHERAL_ATTENTION,,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
e24db972124,1,russAmbientInformationSystems2008,Ambient Information Systems–Do They Open a New Quality of IS?,"Russ, Aaron and Hesse, Wolfgang and Müller, Dirk",2008,,,,Ambient Information Systems (AIS),"A conceptual definition and semiotic analysis of Ambient Information Systems as Information Systems extended by mobility, pervasiveness and adaptability.",NO,"ADAIS,AMI,IOT","CONCEPT,DEFTAX,ISSUES",UNSTATED,OTHER,OTHER,,,,,,,,,,,[NA],,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
0498a46299b,1,tomitschInteractiveCeilingAmbient2008,Interactive Ceiling: Ambient Information Display for Architectural Environments,"Tomitsch, Martin",2008,,,,Interactive Ceiling,"Architectural ceiling used as an ambient display to visualize information such as weather, emotions and spatial sound non-obtrusively above the user",YES,"ADAIS,UI","CONCEPT,PROTOTYPE,USECASE",INCREASE_AWARENESS,"ENVIRONMENT,SOCIAL,OTHER","WORKPLACE,HOME",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PUBLIC,MEDIUM,"PROJECTION,LED","ART,ASSOCIATED",YES,,HOURS,IN_LAB,USERS,PROTOTYPE,"COMMENTS,OBSERVATION",[NA],[NA],NONE,PRESENCE,"PERIPHERAL_PLACEMENT,CAMOUFLAGE",YES,NONE,NOT_MENTIONED,,,
4ea501c8bea,1,horvitzModelsAttentionComputing2003,Models of Attention in Computing and Communication: From Principles to Applications,"Horvitz, Eric and Kadie, Carl and Paek, Tim and Hovel, David",2003,https://dl.acm.org/doi/10.1145/636772.636798,,,Notification Platform,"Attention-savvy cross-device messaging system that uses a Bayesian model of attention to decide if, when, and how to alert a user about incoming messages, balancing information value against cost of disruption.",YES,"AMI,AS,UI","CONCEPT,DEV,PROTOTYPE","NOTIFICATION,INCREASE_AWARENESS","EVENTS,SOCIAL","WORKPLACE,HOME",,,,,,,,,EVENT,MAKE_AWARE,"VISUAL,AUDIO",PERSONAL,HIGH,"SCREEN,SPEAKER",ARTIFICIAL,NO,,,,,,,,,"PERIPHERAL_ATTENTION,COGNITIVE_LOAD",PUSH,,NO,NA,NOT_MENTIONED,,,
35739ffb88f,1,grudinPartitioningDigitalWorlds2001,Partitioning Digital Worlds: Focal and Peripheral Awareness in Multiple Monitor Use,"Grudin, Jonathan",2001,https://dl.acm.org/doi/10.1145/365024.365312,,,Multiple Monitors,"Use of a second/third desktop monitor to hold secondary tasks, peripheral awareness information and easily accessible resources alongside the primary task",NO,"UI,ADAIS","CONCEPT,EVAL,ISSUES","INCREASE_AWARENESS,AID_IN_ACTIVITY","SOCIAL,EVENTS,OTHER","WORKPLACE,HOME",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,18,HOURS,IN_SITU,USERS,FINAL,"INTERVIEW,OBSERVATION",[NA],[NA],NONE,"PUSH,PRESENCE",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
7318f760d4d,1,mcculloughAttentionSurroundings2012,On Attention to Surroundings,"McCullough, Malcolm",2012,https://dl.acm.org/doi/10.1145/2377783.2377793,,,On Attention to Surroundings,"Conceptual essay on attention, ambient information, and the role of surroundings/architecture/urbanism in cognition; no built artefact.",NO,"ADAIS,AMI","CONCEPT,ISSUES",INCREASE_AWARENESS,ENVIRONMENT,URBAN,,,,,,,,,,,[NA],,,,NA,NO,,,,,,,,,"PERIPHERAL_ATTENTION,COGNITIVE_LOAD,SPATIAL_OBJECT_BINDING,AWARENESS_CONSCIOUSNESS",,,NA,NA,NA,,,
7a29d3b9004,1,mccrickardEstablishingTradeoffsThat2003,Establishing Tradeoffs That Leverage Attention for Utility: Empirically Evaluating Information Display in Notification Systems,"McCrickard, D.Scott and Catrambone, Richard and Chewar, C.M and Stasko, John T",2003,https://linkinghub.elsevier.com/retrieve/pii/S1071581903000223,,,Animated secondary display (notification system),"On-screen secondary display using tickering, fading, or blasting animated text to convey news, weather, stock, and sports information alongside a primary browsing task",NO,"ADAIS,UI","EVAL,CONCEPT","INCREASE_AWARENESS,NOTIFICATION","EVENTS,ENVIRONMENT,OTHER",WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,161,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,TASK_PERFORMANCE",DUAL_TASK,[NA],"SALIENCE,PERIPHERAL_ATTENTION",PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
b62957e87e7,1,gouveiaExploringDesignSpace2016,Exploring the Design Space of Glanceable Feedback for Physical Activity Trackers,"Gouveia, Rúben and Pereira, Fábio and Karapanos, Evangelos and Munson, Sean A. and Hassenzahl, Marc",2016,https://dl.acm.org/doi/10.1145/2971648.2971754,,,"Glanceable Feedback Watchfaces (TickTock, Normly, Gardy, Goal Completion)",Smartwatch watchfaces that display physical activity feedback in the periphery of the time-telling screen to encourage movement,YES,"ADAIS,UI","CONCEPT,PROTOTYPE,EVAL","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS",HEALTH,"EXERCISE,WORKPLACE",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,"PERSONAL,PUBLIC",MEDIUM,SCREEN,"ASSOCIATED,ARTIFICIAL",YES,12,WEEKS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,USAGE_STATISTIC,COMMENTS",[NA],"OBJECTIVE,SUBJECTIVE",NONE,PRESENCE,"AUGMENTATION,PERIPHERAL_PLACEMENT",NO,NA,NOT_MENTIONED,,,
1964e7ef95f,1,odomPhotoboxDesignSlow2012,Photobox: On the Design of a Slow Technology,"Odom, William and Selby, Mark and Sellen, Abigail and Kirk, David and Banks, Richard and Regan, Tim",2012,https://dl.acm.org/doi/10.1145/2317956.2318055,,,Photobox,A wooden chest that occasionally prints a randomly selected photo from the owner's Flickr collection inside it,YES,"ADAIS,TUI","PROTOTYPE,ISSUES",OTHER,"SOCIAL,OTHER",HOME,,,,,,,,,EVENT,USER_POLL,VISUAL,HOUSEHOLD,HIGH,"SCREEN,LED",FAMILIAR,NO,,,,,,,,,NONE,PRESENCE,"INVISIBILITY,CAMOUFLAGE",YES,"POWER,FABRICATION",NOT_MENTIONED,,,
c6a8bec22b1,1,liPeopletonesSystemDetection2008,Peopletones: A System for the Detection and Notification of Buddy Proximity on Mobile Phones,"Li, Kevin A. and Sohn, Timothy Y. and Huang, Steven and Griswold, William G.",2008,https://dl.acm.org/doi/10.1145/1378600.1378619,,,PeopleTones,A mobile phone application that detects buddy proximity and notifies the user via short audio cues and corresponding vibrotactile patterns uniquely mapped to each buddy,YES,"AS,ADAIS","DEV,PROTOTYPE,EVAL,USECASE","NOTIFICATION,INCREASE_AWARENESS",SOCIAL,OTHER,,,,,,,,,EVENT,MAKE_AWARE,"AUDIO,HAPTIC",PERSONAL,MEDIUM,"SPEAKER,MOTOR",ARTIFICIAL,YES,17,WEEKS,"IN_SITU,IN_LAB",USERS,PROTOTYPE,"INTERVIEW,QUESTIONNAIRE,USAGE_STATISTIC,COMMENTS",[NA],SUBJECTIVE,NONE,"PUSH,PULL",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
a2ba5374718,1,matthewsDesigningEvaluatingGlanceable2006,Designing and Evaluating Glanceable Peripheral Displays,"Matthews, Tara",2006,http://portal.acm.org/citation.cfm?doid=1142405.1142457,,,Glanceable Peripheral Displays (Clipping Lists / Change Borders and email sender renditions),"Desktop peripheral visualizations (window clippings, colored change borders, and abstract email sender-group renditions) shown on a second monitor to support multitasking awareness",NO,"ADAIS,UI","EVAL,CONCEPT,DEFTAX","INCREASE_AWARENESS,AID_IN_ACTIVITY","EVENTS,SOCIAL",WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,MEDIUM,SCREEN,ARTIFICIAL,YES,101,HOURS,IN_LAB,"USERS,EXPERTS",PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,COMMENTS,OBSERVATION,USAGE_STATISTIC,TASK_PERFORMANCE","QUESTIONNAIRE,DUAL_TASK",[NA],"PERIPHERAL_ATTENTION,SALIENCE,COGNITIVE_LOAD,MEMORY_OTHER",PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
3d960e193cf,1,gokerAmbientPersonalisedContextsensitive2004,"An Ambient, Personalised, and Context-Sensitive Information System for Mobile Users","Göker, Ayse and Watt, Stuart and Myrhaug, Hans I. and Whitehead, Nik and Yakici, Murat and Bierig, Ralf and Nuti, Sree Kanth and Cumming, Hannah",2004,https://dl.acm.org/doi/10.1145/1031419.1031424,,,AmbieSense,"Context tags embedded in the environment that wirelessly push personalised, context-sensitive content to nearby mobile phones",YES,"AMI,ADAIS","DEV,PROTOTYPE,USECASE","INCREASE_AWARENESS,AID_IN_ACTIVITY","EVENTS,OTHER","URBAN,TRANSPORT",,,,,,,,,USER,MAKE_AWARE,VISUAL,PERSONAL,HIGH,SCREEN,ARTIFICIAL,NO,,,,,,,,,NONE,"PUSH,PULL",INVISIBILITY,YES,NONE,YES,,,
e708f8df1fd,1,lugmayrAmbientMediaToday2014,Ambient Media Today and Tomorrow: What Have Ambient Media in Common? What Are Ambient Media Today? Where Will Ambient Media Be in 2020?,"Lugmayr, Artur and Serral, Estefanía and Scherp, Ansgar and Pogorelc, Bogdan and Mustaquim, Moyen",2014,http://link.springer.com/10.1007/s11042-012-1346-z,,,Ambient Media Today and Tomorrow,Conceptual analysis and future-scenario study of ambient media as digital environments embedded throughout daily living spaces.,NO,"AMI,ADAIS,IOT","CONCEPT,DEFTAX,ISSUES",UNSTATED,"HEALTH,SOCIAL,RESOURCES,OTHER","HOME,URBAN,MEDICAL,SOCIAL",,,,,,,,,,,[NA],,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
9561cc9a08a,1,allouiWiseObjectsCalm2015,Wise Objects for Calm Technology:,"Alloui, Ilham and Esale, David and Vernier, Flavien",2015,http://www.scitepress.org/DigitalLibrary/Link.aspx?doi=10.5220/0005560104680471,,,Wise Objects,A software framework concept of self-learning autonomous objects that introspect on their own behaviour and usage to reduce intrusive interaction with users,NO,"AMI,IOT","CONCEPT,ISSUES","AID_IN_ACTIVITY,OTHER",OTHER,HOME,,,,,,,,,,,,,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
119bde67960,1,esauMorningRoutinesCalm2021,Morning Routines between Calm and Engaging: Designing a Smart Mirror:,"Esau, Margarita and Lawo, Dennis and Castelli, Nico and Jakobi, Timo and Stevens, Gunnar",2021,https://www.scitepress.org/DigitalLibrary/Link.aspx?doi=10.5220/0010658700003060,,,Mira,"An interactive Smart Mirror with a display concealed behind spy-mirror glass offering voice-controlled apps for face yoga, tooth brushing, idea capture and fitness in the bathroom",YES,"IOT,ADAIS","PROTOTYPE,CONCEPT,USECASE","AID_IN_ACTIVITY,OTHER","HEALTH,EVENTS,ENVIRONMENT",HOME,,,,,,,,,USER,USER_POLL,"VISUAL,AUDIO",FAMILY,HIGH,"SCREEN,SPEAKER",FAMILIAR,YES,5,HOURS,IN_SITU,USERS,WOZ,"INTERVIEW,COMMENTS,OBSERVATION,HEURISTIC_EVALUATION",[NA],SUBJECTIVE,NONE,"PULL,PRESENCE","AUGMENTATION,INVISIBILITY",YES,NONE,NOT_MENTIONED,,,
625f9b7d224,1,wongsuphasawatYouCantForce2012,You Can't Force Calm: Designing and Evaluating Respiratory Regulating Interfaces for Calming Technology,"Wongsuphasawat, Kanit and Gamburg, Alex and Moraveji, Neema",2012,https://dl.acm.org/doi/10.1145/2380296.2380326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9726a74d71,1,birnholtzAwarenessDesktopExploring2010,Awareness beyond the Desktop: Exploring Attention and Distraction with a Projected Peripheral-Vision Display,"Birnholtz, Jeremy and Reynolds, Lindsay and Luxenberg, Eli and Gutwin, Carl and Mustafa, Maryam",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b239836263d,1,cadizDesigningDeployingInformation2002,Designing and Deploying an Information Awareness Interface,"Cadiz, Jonathan J and Venolia, Gina and Jancke, Gavin and Gupta, Anoop",2002,https://dl.acm.org/doi/abs/10.1145/587078.587122,,,Sideshow,A persistent sidebar on the Windows desktop filled with 'tickets' that show summaries of awareness information drawn from web sites and databases,YES,"ADAIS,UI","PROTOTYPE,EVAL,DEV","INCREASE_AWARENESS,NOTIFICATION","EVENTS,SOCIAL,ENVIRONMENT,OTHER",WORKPLACE,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,487,MONTHS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,COMMENTS,USAGE_STATISTIC",[NA],SUBJECTIVE,NONE,"PUSH,PULL,PRESENCE",PERIPHERAL_PLACEMENT,NO,NA,YES,,,
0971758327f,1,staskoPersonalizedPeripheralInformation2004,Personalized Peripheral Information Awareness Through Information Art,"Stasko, John and Miller, Todd and Pousman, Zachary and Plaue, Christopher and Ullah, Osman",2004,http://link.springer.com/10.1007/978-3-540-30119-6_2,,,InfoCanvas,User-specified electronic painting on an LCD display in which scene objects change appearance and position to represent personally relevant information,YES,ADAIS,"PROTOTYPE,DEV,EVAL",INCREASE_AWARENESS,"EVENTS,ENVIRONMENT,SOCIAL,OTHER",WORKPLACE,,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PERSONAL,HIGH,SCREEN,ART,YES,4,MONTHS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,COMMENTS,OBSERVATION",[NA],[NA],NONE,PRESENCE,CAMOUFLAGE,NO,NA,NOT_MENTIONED,,,
ddf45627903,1,mcculloughAmbientCommonsAttention2013,Ambient Commons: Attention in the Age of Embodied Information,"McCullough, Malcolm",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d61e84d0cb,1,caseCalmTechnologyPrinciples2015,Calm Technology: Principles and Patterns for Non-Intrusive Design,"Case, Amber",2015,,,,Calm Technology,A book presenting design principles and patterns for non-intrusive technology that engages the periphery of attention rather than demanding focus,NO,"ADAIS,IOT","CONCEPT,DEFTAX,ISSUES","INCREASE_AWARENESS,NOTIFICATION",OTHER,"HOME,WORKPLACE,TRANSPORT",,,,,,,,,,,[NA],,,,,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
2b96bc75374,1,xiaoAugmentingFieldofViewHeadmounted2016,Augmenting the Field-of-View of Head-Mounted Displays with Sparse Peripheral Displays,"Xiao, Robert and Benko, Hrvoje",2016,,,,SparseLightVR,An array of low-resolution diffused colored LEDs surrounding the central high-resolution display of a head-mounted VR/AR headset to fill the peripheral field-of-view,YES,UI,"PROTOTYPE,DEV,EVAL","INCREASE_AWARENESS,AID_IN_ACTIVITY",OTHER,OTHER,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,YES,17,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,COMMENTS,TASK_PERFORMANCE",[NA],[NA],PERIPHERAL_ATTENTION,PRESENCE,PERIPHERAL_PLACEMENT,YES,NOISE,NOT_MENTIONED,,,
94d2db2fe29,1,luGlanceableAREvaluating2020,Glanceable AR: Evaluating Information Access Methods for Head-Worn Augmented Reality,"Lu, Feiyu and Davari, Shakiba and Lisle, Lee and Li, Yuan and Bowman, Doug A.",2020,,,,Glanceable AR,"Head-worn AR interfaces that place secondary information (weather, calendar, activity, news) in the periphery of vision, accessible via eye-glance, head rotation, or eye-tracked gaze summoning",YES,"ADAIS,UI","CONCEPT,PROTOTYPE,EVAL","INCREASE_AWARENESS,AID_IN_ACTIVITY","EVENTS,ENVIRONMENT,HEALTH,OTHER",OTHER,,,,,,,,,USER,USER_POLL,"VISUAL,AUDIO",PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,18,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,COMMENTS,OBSERVATION,TASK_PERFORMANCE","QUESTIONNAIRE,DUAL_TASK",[NA],SPATIAL_OBJECT_BINDING,"PULL,PRESENCE","PERIPHERAL_PLACEMENT,INVISIBILITY",YES,OTHER,NOT_MENTIONED,,,
2ea5b1c9810,1,gambettiAmbientCommunicationHow2010,Ambient Communication: How to Engage Consumers in Urban Touch-Points,"Gambetti, Rossella C.",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d75bf560e6b,1,cadizSideshowProvidingPeripheral2001,Sideshow: Providing Peripheral Awareness of Important Information,"Cadiz, J. J. and Venolia, Gina and Jancke, Gavin and Gupta, Anoop",2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b98ea20709,1,kunzeConveyingUncertaintiesUsing2019,Conveying Uncertainties Using Peripheral Awareness Displays in the Context of Automated Driving,"Kunze, Alexander and Summerskill, Stephen J. and Marshall, Russell and Filtness, Ashleigh J.",2019,,,,Peripheral Awareness Display for Uncertainty Communication,A light strip on the centre console combined with vibro-tactile seat actuators conveying automated-driving system uncertainties,YES,"ADAIS,UI","PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,NOTIFICATION,AID_IN_ACTIVITY",SAFETY,TRANSPORT,,,,,,,,,EVENT,"MAKE_AWARE,INTERRUPT,DEMAND_ATTENTION","VISUAL,HAPTIC",PERSONAL,MEDIUM,"LED,MOTOR",ARTIFICIAL,YES,24,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,OBSERVATION,TASK_PERFORMANCE","QUESTIONNAIRE,PHYSIOLOGICAL",OBJECTIVE,"PERIPHERAL_ATTENTION,SALIENCE","PRESENCE,PUSH",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
f2a7aada08f,1,stankovRevivingCalmTechnology2019,Reviving Calm Technology in the E-Tourism Context,"Stankov, Uglješa and Filimonau, Viachaslau",2019,,,,Calm Design for E-Tourism (CDET),A conceptual framework applying calm technology/calm design principles to ICT use in the e-tourism context,NO,"AMI,ADAIS","CONCEPT,ISSUES",OTHER,OTHER,OTHER,,,,,,,,,,,[NA],,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
02d52f97ef0,1,eggenMakingSenseWhat2009,Making Sense of What Is Going on `around': Designing Environmental Awareness Information Displays,"Eggen, Berry and Van Mensvoort, Koert",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0d5cf7cc80,1,imamovWhereDisplayHow2020,Where to Display? How Interface Position Affects Comfort and Task Switching Time on Glanceable Interfaces,"Imamov, Sruti and Monzel, Daniel and Lages, Wallace S.",2020,,,,Glanceable Interface,"A world-locked floating AR information display summoned on demand in a VR-simulated living room, studied for placement effects on comfort and task switching",NO,UI,EVAL,AID_IN_ACTIVITY,OTHER,HOME,,,,,,,,,USER,USER_POLL,VISUAL,PERSONAL,MEDIUM,SCREEN,ARTIFICIAL,YES,22,HOURS,IN_LAB,USERS,SIMULATION,"QUESTIONNAIRE,INTERVIEW,COMMENTS,TASK_PERFORMANCE",[NA],[NA],PERIPHERAL_ATTENTION,PULL,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
c950ebf3f8e,1,tuguiCalmTechnologiesMultimedia2004,Calm Technologies in a Multimedia World,"Tugui, Alexandru",2004,,,,Calm Technologies in a Multimedia World,A conceptual discussion of calm technology that moves between the center and periphery of attention to inform without overburdening users,NO,"ADAIS,AMI",CONCEPT,INCREASE_AWARENESS,OTHER,OTHER,,,,,,,,,,,[NA],,,,,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
f4e2e17822b,1,hallnasSlowTechnologydesigningReflection2001,Slow Technology -Designing for Reflection,"Hallnäs, Lars and Redström, Johan",2001,https://link.springer.com/article/10.1007%252FPL00000019,,,Slow Technology,"A design agenda/philosophy for technology aimed at reflection and mental rest rather than efficiency, illustrated with soniture and informative art examples",NO,"ADAIS,UI",CONCEPT,OTHER,OTHER,"HOME,WORKPLACE",,,,,,,,,,,[NA],,,,ART,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
7668e6623f2,1,malcolmPilotDisorientationUse1983,Pilot Disorientation and the Use of a Peripheral Vision Display,"Malcolm, Richard",1983,,,,Peripheral Vision Display,"A projector/laser producing a bar of light across the cockpit instrument panel that moves to stay parallel with the real horizon, sensed via peripheral vision.",YES,"ADAIS,UI","PROTOTYPE,USECASE,CONCEPT","AID_IN_ACTIVITY,INCREASE_AWARENESS","SAFETY,OTHER",TRANSPORT,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,MEDIUM,"PROJECTION,MOTOR",ASSOCIATED,YES,40,HOURS,"IN_LAB,IN_SITU","USERS,EXPERTS",PROTOTYPE,"COMMENTS,TASK_PERFORMANCE,OBSERVATION",[NA],"OBJECTIVE,SUBJECTIVE","PERIPHERAL_ATTENTION,AWARENESS_CONSCIOUSNESS",PRESENCE,PERIPHERAL_PLACEMENT,YES,FABRICATION,NOT_MENTIONED,,,
c54568eba63,1,coudercAmbientComputingApplications2003,Ambient Computing Applications: An Experience with the SPREAD Approach,"Couderc, P. and Banatre, M.",2003,http://ieeexplore.ieee.org/document/1174830/,,,SPREAD,A spatial programming framework/tuple-space middleware where information items are associated with physical objects and addressed through physical mobility and proximity,YES,"AMI,IOT","CONCEPT,DEV,PROTOTYPE",AID_IN_ACTIVITY,OTHER,"TRANSPORT,EXERCISE",,,,,,,,,USER,,,,,SCREEN,NA,NO,,,,,,,,,NONE,,,NO,NA,NOT_MENTIONED,,,
ee409067900,1,machadoAmbientIntelligenceMedicine2006,Ambient Intelligence in Medicine,"Machado, Jose and Abelha, Antonio and Neves, Jose and Santos, Manuel",2006,https://ieeexplore.ieee.org/document/4600316,,,AIDA,"A multi-agent healthcare information system (Agency for Integration, Diffusion and Archive of Medical Information) that integrates, diffuses and archives electronic medical records across heterogeneous hospital systems.",YES,AMI,"CONCEPT,DEV",OTHER,HEALTH,MEDICAL,,,,,,,,,,,,,,,,NO,,,,,,,,,NONE,,,NO,NA,NOT_MENTIONED,,,
e7d2ac13e5f,1,mairenaPeripheralNotificationsLarge2019,Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference,"Mairena, Aristides and Gutwin, Carl and Cockburn, Andy",2019,https://dl.acm.org/doi/10.1145/3290605.3300870,,,Peripheral Notifications in Large Displays,"Popout visual notifications (color, shape, motion) presented in the peripheral regions of a large multi-monitor display",NO,"ADAIS,UI",EVAL,"NOTIFICATION,INCREASE_AWARENESS",EVENTS,WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PERSONAL,LOW,SCREEN,ARTIFICIAL,YES,41,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,TASK_PERFORMANCE,COMMENTS","QUESTIONNAIRE,DUAL_TASK",[NA],"PERIPHERAL_ATTENTION,SALIENCE,COGNITIVE_LOAD",PUSH,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
e917290b7d4,1,dogacContextFrameworkAmbient2003,A Context Framework for Ambient Intelligence,"Dogac, Asuman and Laleci, Gokce B and Kabak, Yildiray",2003,,,,Context Framework for Ambient Intelligence,"A software framework using context ontologies, context servers and ebXML registries to store, secure and exploit user context for Web service discovery",NO,AMI,"CONCEPT,DEV,ISSUES",OTHER,OTHER,OTHER,,,,,,,,,,,,,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
